nome;lat;lng;tipo
Caltex Pinheiros Veiculos Ltda;-23.5706465817296;-46.7006545863111;laranja
Cmd Bd Comercio De Aut Eletricos Lt;-23.5318896468797;-46.7356964042492;laranja
Hbw Motors Dist De Veiculos Ltda;-23.5146550114673;-46.6973105504475;laranja
Destaque Asia Dist De Veic E Pecas;-23.533991495406;-46.2134247556313;laranja
Grand Bay C D Veiculos E Pecas Ltda;-23.6014807568984;-46.6601965195909;laranja
Caltex Morumbi Veiculos Ltda;-23.617863095353;-46.7030537019141;laranja
Original Xangai Comerc De Veiculos;-23.5307694185537;-46.6612190042492;laranja
Otima Negocios Ltda;-23.6872904024668;-46.5473227330801;laranja
EVEREST COMERCIO DE VEICULOS S/A;-23.5505069635447;-46.5674354889049;laranja
EVEREST COMERCIO DE VEICULOS S/A;-23.5505069635447;-46.5674354889049;laranja
Otima Negocios Ltda;-23.516021620225;-46.6090582201235;laranja
Cmd Bd C D Automoveis Eletricos Ltd;-23.5159979964848;-46.6091256907575;laranja
Cmd Bd Comercio De Automoveis Eletricos;-23.5869838554957;-46.6716894061115;laranja
Cmd Bd C D Automoveis Eletricos Ltd;-23.6501502685949;-46.6779588600657;laranja
ORIGINAL PROVENCE COMERCIO DE VEICU;-23.472891172545;-46.5220784914365;roxo
GREEN VILLE COMERCIO DE VEICULOS S;-23.5653607711839;-46.500440332261;roxo
SAVOL MERCI VEICULOS LTDA;-23.6613593335855;-46.52057445727;roxo
GPF MOTORS COMERCIO DE VEICULOS LTD;-23.5707073300936;-46.7203799679177;roxo
OK - DISTRIBUIDORA DE VEICULOS E PE;-23.0454596995791;-45.5832681196085;roxo
AMAZONAS FORMIDABLE COMERCIO DE VEI;-23.4890141126683;-46.6541998788534;roxo
AMAZONAS FORMIDABLE COMERCIO DE VEI;-23.5179304424868;-46.6095618608424;roxo
SAINT-TROPEZ DISTRIBUIDORA DE VEICU;-23.9363418352235;-46.3303329809813;roxo
SAINT-TROPEZ DISTRIBUIDORA DE VEICU;-23.9362413611345;-46.3299948166006;roxo
Izi Veiculos E Pecas Ltda;-23.5421804435341;-46.5477943143148;roxo
Ok Distribuidora De Veic E Pecas Lt;-23.2129954249017;-45.8916341456894;roxo
GREEN VILLE COMERCIO DE VEICULOS;-23.6166899133588;-46.7311585177385;roxo
Savol Merci Veiculos Ltda;-23.6161795054345;-46.5551499634855;roxo
Amazonas Formidable Comercio De Veiculos;-23.6595273722922;-46.6793248041609;roxo
Ok Distribuidora De Veiculos E Pecas Ltda;-23.5289866488877;-46.2020617206116;roxo
IZI VEICULOS E PECAS LTDA;-23.6165818644177;-46.6091240195903;roxo
Destaque Lyon Distribuidora De Veiculos;-23.6148895383436;-45.4308271395308;roxo
Original Provence Comercio De Veiculos;-23.5832075874112;-46.5757002502791;roxo
SAMPA TRIANON VEICULOS LTDA;-23.5233311864397;-46.6878148115263;roxo
Pat Pauliceia Transmissoes Ltda;-23.5128129522057;-46.7034342057216;roxo
FRANCEDEALER COMERCIO DE VEICULOS L;-23.6001637970916;-46.6473960655549;roxo
OK - DISTRIBUIDORA DE VEICULOS;-23.5292212882852;-46.2020224170078;roxo
IZI VEICULOS E PECAS LTDA;-23.5924730333121;-46.621634868424;roxo
Ok - Distribuidora De Veiculos E Pe;-23.497863609506;-46.4552925731496;roxo
Savol Merci Veiculos Ltda;-23.6746721542582;-46.5570254286164;roxo
SAVOL MERCI VEICULOS LTDA;-23.6621514570555;-46.5189953084089;roxo
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
