nome;lat;lng;tipo
SANMELL MOTOS LTDA;-239.340.760.339.866;-463.311.326.907.441;amarelo
FLORA MOTORS LTDA;-236.457.127.770.915;-466.746.370.330.815;amarelo
SPG ✅;-23.469.119;-46.478.465;vermelho
EVEREST COMERCIO DE VEICULOS S/A;-239.448.472.364.319;-463.255.830.619.077;laranja
Cmd Bd Comercio De Aut Eletricos Lt;-235.318.493.478.086;-4.673.572.406.561;laranja
Sinodealer Comercio De Veiculos Ltda;-235.529.424.763.095;-466.193.931.669.467;laranja
Original Xangai Comerc De Veiculos;-234.729.794.863.908;-465.239.452.121.417;laranja
Cmd Bd C D Automoveis Eletricos Ltd;-235.647.696.914.182;-465.011.312.258.259;laranja
Everest Comercio De Veiculos Sa;-239.449.929.582.849;-46.325.577.395.823;laranja
OTIMA NEGOCIOS LTDA;-236.546.720.455.535;-465.327.704.841.838;laranja
Cmd Bd C De Automoveis Eletricos Lt;-235.715.645.053.638;-466.743.196.195.917;laranja
Sinodealer Comercio De Veiculos Ltda;-236.708.821.859.954;-467.034.603.228.365;laranja
Original Xangai Comerc De Veiculos;-23.198.517.529.505;-458.783.320.763.745;laranja
R C Dreams Comercio De Veiculos Ltd;-23.614.815.151.747;-466.677.744.026.529;laranja
Caltex Pinheiros Veiculos Ltda;-235.706.465.817.296;-467.006.545.863.111;laranja
Cmd Bd Comercio De Aut Eletricos Lt;-235.318.896.468.797;-467.356.964.042.492;laranja
Hbw Motors Dist De Veiculos Ltda;-235.146.550.114.673;-466.973.105.504.475;laranja
Destaque Asia Dist De Veic E Pecas;-23.533.991.495.406;-462.134.247.556.313;laranja
Grand Bay C D Veiculos E Pecas Ltda;-236.014.807.568.984;-466.601.965.195.909;laranja
Caltex Morumbi Veiculos Ltda;-23.617.863.095.353;-467.030.537.019.141;laranja
Original Xangai Comerc De Veiculos;-235.307.694.185.537;-466.612.190.042.492;laranja
Otima Negocios Ltda;-236.872.904.024.668;-465.473.227.330.801;laranja
EVEREST COMERCIO DE VEICULOS S/A;-235.505.069.635.447;-465.674.354.889.049;laranja
Otima Negocios Ltda;-23.516.021.620.225;-466.090.582.201.235;laranja
Cmd Bd C D Automoveis Eletricos Ltd;-235.159.979.964.848;-466.091.256.907.575;laranja
Cmd Bd Comercio De Automoveis Eletricos;-235.869.838.554.957;-466.716.894.061.115;laranja
Cmd Bd C D Automoveis Eletricos Ltd;-236.501.502.685.949;-466.779.588.600.657;laranja
ORIGINAL PROVENCE COMERCIO DE VEICU;-23.472.891.172.545;-465.220.784.914.365;roxo
GREEN VILLE COMERCIO DE VEICULOS S;-235.653.607.711.839;-46.500.440.332.261;roxo
SAVOL MERCI VEICULOS LTDA;-236.613.593.335.855;-4.652.057.445.727;roxo
GPF MOTORS COMERCIO DE VEICULOS LTD;-235.707.073.300.936;-467.203.799.679.177;roxo
OK - DISTRIBUIDORA DE VEICULOS E PE;-230.454.596.995.791;-455.832.681.196.085;roxo
AMAZONAS FORMIDABLE COMERCIO DE VEI;-234.890.141.126.683;-466.541.998.788.534;roxo
AMAZONAS FORMIDABLE COMERCIO DE VEI;-235.179.304.424.868;-466.095.618.608.424;roxo
SAINT-TROPEZ DISTRIBUIDORA DE VEICU;-239.363.418.352.235;-463.303.329.809.813;roxo
SAINT-TROPEZ DISTRIBUIDORA DE VEICU;-239.362.413.611.345;-463.299.948.166.006;roxo
Izi Veiculos E Pecas Ltda;-235.421.804.435.341;-465.477.943.143.148;roxo
Ok Distribuidora De Veic E Pecas Lt;-232.129.954.249.017;-458.916.341.456.894;roxo
GREEN VILLE COMERCIO DE VEICULOS;-236.166.899.133.588;-467.311.585.177.385;roxo
Savol Merci Veiculos Ltda;-236.161.795.054.345;-465.551.499.634.855;roxo
Amazonas Formidable Comercio De Veiculos;-236.595.273.722.922;-466.793.248.041.609;roxo
Ok Distribuidora De Veiculos E Pecas Ltda;-235.289.866.488.877;-462.020.617.206.116;roxo
IZI VEICULOS E PECAS LTDA;-236.165.818.644.177;-466.091.240.195.903;roxo
Destaque Lyon Distribuidora De Veiculos;-236.148.895.383.436;-454.308.271.395.308;roxo
Original Provence Comercio De Veiculos;-235.832.075.874.112;-465.757.002.502.791;roxo
SAMPA TRIANON VEICULOS LTDA;-235.233.311.864.397;-466.878.148.115.263;roxo
Pat Pauliceia Transmissoes Ltda;-235.128.129.522.057;-467.034.342.057.216;roxo
FRANCEDEALER COMERCIO DE VEICULOS L;-236.001.637.970.916;-466.473.960.655.549;roxo
OK - DISTRIBUIDORA DE VEICULOS;-235.292.212.882.852;-462.020.224.170.078;roxo
IZI VEICULOS E PECAS LTDA;-235.924.730.333.121;-46.621.634.868.424;roxo
Ok - Distribuidora De Veiculos E Pe;-23.497.863.609.506;-464.552.925.731.496;roxo
Savol Merci Veiculos Ltda;-236.746.721.542.582;-465.570.254.286.164;roxo
SAVOL MERCI VEICULOS LTDA;-236.621.514.570.555;-465.189.953.084.089;roxo
